address,city,zip,Residence_Addresses_Latitude,Residence_Addresses_Longitude,id
524 E Seventh ST South Boston 02127,South Boston,2127,,,402
577 Massachusetts AVE Roxbury 02118,Roxbury,2118,42.33736,-71.07851,403
171 Brooks ST East Boston 02128,East Boston,2128,42.37973,-71.0354,404
25 Burr ST Jamaica Plain 02130,Jamaica Plain,2130,42.316649,-71.109494,405
115 Deering RD Mattapan 02126,Mattapan,2126,42.285722,-71.095728,406
1742 to 1748 Dorchester Av Dorchester 02124,Dorchester,2124,,,407
558 Park ST Dorchester 02124,Dorchester,2124,,,408
53 to 57 Erie ST Dorchester 02121,Dorchester,2121,,,409
106 Moore ST East Boston 02128,East Boston,2128,42.381319,-71.017847,410
43 Cooper ST Boston 02113,Boston,2113,,,411
212 Old Colony Av South Boston 02127,South Boston,2127,,,412
65 Falcon ST East Boston 02128,East Boston,2128,,,413
132 Boylston ST Boston 02116,Boston,2116,42.352259,-71.066021,414
34 Vinton St South Boston 02127,South Boston,2127,42.329517,-71.053571,415
219A Leyden St East Boston 02128,East Boston,2128,,,416
219 Leyden St East Boston 02128,East Boston,2128,42.388359,-71.003053,417
219 Leyden St East Boston 02128,East Boston,2128,42.388359,-71.003053,418
931 Hyde Park AV Hyde Park 02136,Hyde Park,2136,,,419
9 Russell ST Charlestown 02129,Charlestown,2129,,,420
362 E Eighth ST South Boston 02127,South Boston,2127,,,421
86 Grampian WAY Dorchester 02125,Dorchester,2125,42.31166,-71.04766,422
53 to 57 Erie ST Dorchester 02121,Dorchester,2121,,,423
425 Quincy ST Dorchester 02125,Dorchester,2125,42.30972,-71.06751,424
61 Brooks ST East Boston 02128,East Boston,2128,42.37668,-71.03306,425
427 Quincy St Dorchester 02125,Dorchester,2125,,,426
770 Gallivan BLVD Dorchester 02122,Dorchester,2122,,,427
74 Horace St East Boston 02128,East Boston,2128,42.382488,-71.017084,428
64 N Margin ST Boston 02113,Boston,2113,42.364963,-71.056878,429
93 to 129 Braintree ST Brighton 02135,Brighton,2135,,,430
270 Sumner ST East Boston 02128,East Boston,2128,,,431
20 Brayton RD Brighton 02135,Brighton,2135,,,432
119 Addison ST East Boston 02128,East Boston,2128,,,433
2 Coppersmith Wy East Boston 02128,East Boston,2128,,,434
84 to 86 Sherwood ST Roslindale 02131,Roslindale,2131,,,435
92R Walworth ST Roslindale 02131,Roslindale,2131,,,436
2 Wilkins Pl Roslindale 02131,Roslindale,2131,,,437
285 Washington ST Dorchester 02121,Dorchester,2121,,,438
530 to 532 Commonwealth AVE Boston 02215,Boston,2215,,,439
164 W Newton ST Roxbury 02118,Roxbury,2118,,,440
509 E First ST South Boston 02127,South Boston,2127,,,441
31 to 39 Lancaster ST Boston 02114,Boston,2114,,,442
197 Lexington ST East Boston 02128,East Boston,2128,42.379403,-71.03252,443
73 to 75 Causeway ST Boston 02114,Boston,2114,,,444
19 to 21 Lancaster ST Boston 02114,Boston,2114,,,445
125 Addison ST East Boston 02128,East Boston,2128,,,446
18 to 20 Hartwell ST Dorchester 02121,Dorchester,2121,42.30916,-71.08409,447
1 to 2 Thompson SQ Charlestown 02129,Charlestown,2129,,,448
12 Trull ST Dorchester 02125,Dorchester,2125,42.312235,-71.065495,449
21 Louder's LN Jamaica Plain 02130,Jamaica Plain,2130,,,450
332 to 340 Summer ST Boston 02210,Boston,2210,,,451
46 Crosstown AVE West Roxbury 02132,West Roxbury,2132,42.2616,-71.16525,452
33 Pearl St Dorchester 02125,Dorchester,2125,42.31523,-71.05847,453
109 Bateman ST Hyde Park 02136,Hyde Park,2136,,,454
5 Elwyn Rd Dorchester 02124,Dorchester,2124,,,455
33 to 35 Shaw ST West Roxbury 02132,West Roxbury,2132,,,456
60 Cerdan AVE West Roxbury 02132,West Roxbury,2132,42.29034,-71.14337,457
81 to 81A Wrentham ST Dorchester 02124,Dorchester,2124,,,458
556 Cambridge St Allston 02134,Allston,2134,,,459
162 to 172 South ST Jamaica Plain 02130,Jamaica Plain,2130,,,460
60 to 70 Geneva AV Dorchester 02121,Dorchester,2121,,,461
30 Concord SQ Roxbury 02118,Roxbury,2118,42.341349,-71.079218,462
1260 Boylston ST Boston 02215,Boston,2215,,,463
203 Lexington ST East Boston 02128,East Boston,2128,42.379421,-71.032282,464
99 Blackstone ST Boston 02109,Boston,2109,,,465
253 Huntington AVE Hyde Park 02136,Hyde Park,2136,42.26914,-71.11864,466
34 Halsey RD Hyde Park 02136,Hyde Park,2136,42.24197,-71.12473,467
33 to 39 Savin Hill AVE Dorchester 02125,Dorchester,2125,,,468
176 to 176F School St Jamaica Plain 02130,Jamaica Plain,2130,,,469
21R Druid St Mattapan 02126,Mattapan,2126,,,470
152 to 152H Chestnut AV Jamaica Plain 02130,Jamaica Plain,2130,,,471
150 Chestnut AVE Jamaica Plain 02130,Jamaica Plain,2130,42.31766,-71.10618,472
727 Atlantic AVE Boston 02111,Boston,2111,,,473
78 Julian St Dorchester 02125,Dorchester,2125,,,474
24 Common ST Charlestown 02129,Charlestown,2129,42.37407,-71.05951,475
44 Mystic ST Charlestown 02129,Charlestown,2129,42.38046,-71.06235,476
69 Saratoga ST East Boston 02128,East Boston,2128,42.376312,-71.036502,477
39 Vernon ST Hyde Park 02136,Hyde Park,2136,42.251071,-71.141326,478
183 Fuller St Dorchester 02124,Dorchester,2124,,,479
68H Chickatawbut ST Dorchester 02122,Dorchester,2122,,,480
23 Bennington ST East Boston 02128,East Boston,2128,,,481
104 Walter ST Roslindale 02131,Roslindale,2131,42.29181,-71.13126,482
104R to 106R Walter St Roslindale 02131,Roslindale,2131,,,483
48 Montgomery ST Roxbury 02116,Roxbury,2116,42.34353,-71.07351,484
1250 Boylston ST Boston 02215,Boston,2215,,,485
591 Albany ST Roxbury 02118,Roxbury,2118,,,486
48 Montgomery ST Roxbury 02116,Roxbury,2116,42.34353,-71.07351,487
1035 to 1037 Commonwealth Av Boston 02215,Boston,2215,,,488
207 to 209 E ST South Boston 02127,South Boston,2127,42.334477,-71.052597,489
340 W Second ST South Boston 02127,South Boston,2127,,,490
43 Fremont St Mattapan 02126,Mattapan,2126,,,491
108 to 108C Allston St Allston 02134,Allston,2134,,,492
109 Babson ST Mattapan 02126,Mattapan,2126,42.271839,-71.092449,493
544 River ST Mattapan 02126,Mattapan,2126,,,494
22 to 24 Albion ST Hyde Park 02136,Hyde Park,2136,42.2531,-71.11454,495
74 to 76 Salem ST Boston 02113,Boston,2113,42.363614,-71.056001,496
152 to 154 Brayton RD Brighton 02135,Brighton,2135,42.349373,-71.173266,497
210 W Springfield ST Roxbury 02118,Roxbury,2118,42.34039,-71.08057,498
99 Blackstone ST Boston 02109,Boston,2109,,,499
35 to 39 Saratoga ST East Boston 02128,East Boston,2128,42.37589,-71.03769,500
16 High ST Dorchester 02122,Dorchester,2122,42.30959,-71.0607,501
224 Willow ST West Roxbury 02132,West Roxbury,2132,42.29324,-71.15716,502
16 Thwing ST Roxbury 02119,Roxbury,2119,42.32372,-71.09479,503
522 Park St Dorchester 02124,Dorchester,2124,,,504
354 E ST South Boston 02127,South Boston,2127,,,505
1 Fourth Street PL South Boston 02127,South Boston,2127,,,506
68 Tremont ST Charlestown 02129,Charlestown,2129,42.37584,-71.0571,507
91 Parkton RD Jamaica Plain 02130,Jamaica Plain,2130,42.32178,-71.114864,508
58 Telegraph ST South Boston 02127,South Boston,2127,42.333084,-71.048365,509
272 to 276 Hyde Park AVE Jamaica Plain 02130,Jamaica Plain,2130,,,510
584 E Fourth ST South Boston 02127,South Boston,2127,,,511
11 Walker ST Charlestown 02129,Charlestown,2129,42.37847,-71.06738,512
116 Cambridge ST Charlestown 02129,Charlestown,2129,,,513
27 Shepard St Brighton 02135,Brighton,2135,42.346977,-71.150866,514
8 Adrian ST Dorchester 02125,Dorchester,2125,,,515
10 Salem Street AVE Charlestown 02129,Charlestown,2129,42.377978,-71.06626,516
404 W Second ST South Boston 02127,South Boston,2127,,,517
122 to 124 Brighton AVE Allston 02134,Allston,2134,,,518
605 E Fifth ST South Boston 02127,South Boston,2127,,,519
63 Parker Hill AVE Mission Hill 02120,Mission Hill,2120,42.33036,-71.10913,520
228 to 230 Friend ST Boston 02114,Boston,2114,,,521
1440 Commonwealth Av Allston 02135,Allston,2135,,,522
309 Summit Av Brighton 02135,Brighton,2135,42.345163,-71.139458,523
43 to 45 Stanton ST Dorchester 02124,Dorchester,2124,,,524
34 McBride ST Jamaica Plain 02130,Jamaica Plain,2130,,,525
551 E Fifth ST South Boston 02127,South Boston,2127,,,526
644 South ST Roslindale 02131,Roslindale,2131,42.29022,-71.12505,527
104 Canal ST Boston 02114,Boston,2114,,,528
10 Manor ST Dorchester 02122,Dorchester,2122,42.289865,-71.053601,529
85 W Newton St Roxbury 02118,Roxbury,2118,,,530
25 Neillian CRES Jamaica Plain 02130,Jamaica Plain,2130,,,531
592 to 600A E Broadway South Boston 02127,South Boston,2127,,,532
37 Merrimac ST Boston 02114,Boston,2114,,,533
205 Newbury ST Boston 02116,Boston,2116,,,534
90 to 92 Knoll ST Roslindale 02131,Roslindale,2131,42.29286,-71.13557,535
89 Willowdean AVE West Roxbury 02131,West Roxbury,2131,,,536
5 Jerusalem PL Boston 02113,Boston,2113,,,537
17 to 33 Winter ST Boston 02108,Boston,2108,,,538
31 Winchester ST Boston 02116,Boston,2116,,,539
80 G ST South Boston 02127,South Boston,2127,42.33328,-71.04394,540
214R Stratford St West Roxbury 02132,West Roxbury,2132,,,541
284 to 290 E Eighth ST South Boston 02127,South Boston,2127,,,542
68 Lake Shore RD Brighton 02135,Brighton,2135,,,543
31 Rodman ST Jamaica Plain 02130,Jamaica Plain,2130,42.292968,-71.114895,544
464 Beacon ST Boston 02115,Boston,2115,42.351554,-71.088051,545
86 Saint Botolph ST Boston 02116,Boston,2116,42.345134,-71.080189,546
5 Delany CI Brighton 02135,Brighton,2135,,,547
25 to 29 Beach ST Boston 02111,Boston,2111,,,548
155 Dorchester ST South Boston 02127,South Boston,2127,42.334472,-71.04827,549
421 E Sixth St South Boston 02127,South Boston,2127,,,550
10 to 10A Walk Hill ST Jamaica Plain 02130,Jamaica Plain,2130,,,551
6 Greenwich CT Mission Hill 02120,Mission Hill,2120,42.33538,-71.0839,552
20 to 28 Cheney St Dorchester 02121,Dorchester,2121,,,553
38 Taunton AVE Mattapan 02126,Mattapan,2126,,,554
110 to 118 Terrace St Mission Hill 02120,Mission Hill,2120,,,555
132 Central Av Hyde Park 02136,Hyde Park,2136,,,556
110 to 118 Terrace St Mission Hill 02120,Mission Hill,2120,,,557
489 to 489A E Broadway South Boston 02127,South Boston,2127,,,558
11 Louisburg SQ Boston 02108,Boston,2108,42.358484,-71.068453,559
5 Swift TER East Boston 02128,East Boston,2128,42.38045,-71.02207,560
551 Boylston ST Boston 02116,Boston,2116,,,561
18 to 20 Meridian ST East Boston 02128,East Boston,2128,,,562
122 Saratoga ST East Boston 02128,East Boston,2128,42.37707,-71.03567,563
9 Wenlock RD Dorchester 02122,Dorchester,2122,42.28461,-71.04861,564
70 Wayland ST Dorchester 02125,Dorchester,2125,,,565
26 Speedwell ST Dorchester 02122,Dorchester,2122,42.3043,-71.067297,566
20 Waldemar Av East Boston 02128,East Boston,2128,,,567
36 Leyden ST East Boston 02128,East Boston,2128,,,568
800 William T Morrissey Bl Dorchester 02122,Dorchester,2122,,,569
30 Arlington ST Hyde Park 02136,Hyde Park,2136,,,570
28 Coffey St Dorchester 02122,Dorchester,2122,,,571
147 to 163 Orleans ST East Boston 02128,East Boston,2128,,,572
7 to 9 Ferndale ST Dorchester 02124,Dorchester,2124,,,573
554 to 562 Columbia RD Dorchester 02125,Dorchester,2125,,,574
55 to 57 Hudson St Boston 02111,Boston,2111,,,575
141 Colberg AVE Roslindale 02131,Roslindale,2131,42.28221,-71.14526,576
1677 to 1679 Washington ST Roxbury 02118,Roxbury,2118,42.337677,-71.075744,577
23 Regis Rd Mattapan 02126,Mattapan,2126,,,578
242 Fairmount AVE Hyde Park 02136,Hyde Park,2136,42.24951,-71.11466,579
184 Cowper ST East Boston 02128,East Boston,2128,42.38249,-71.013151,580
75 Tremont St Brighton 02135,Brighton,2135,,,581
336R Pond ST Jamaica Plain 02130,Jamaica Plain,2130,,,582
67 Revere ST Boston 02114,Boston,2114,,,583
46 to 48 Leo M Birmingham Pw Brighton 02135,Brighton,2135,,,584
36 Cottage ST East Boston 02128,East Boston,2128,42.366741,-71.036213,585
57 Ocean ST Dorchester 02124,Dorchester,2124,42.28681,-71.06712,586
230 to 230A Tremont ST Boston 02116,Boston,2116,,,587
64 Harvest ST Dorchester 02125,Dorchester,2125,42.32323,-71.0596,588
74 Corona ST Dorchester 02124,Dorchester,2124,,,589
184 Wren ST West Roxbury 02132,West Roxbury,2132,42.27864,-71.14724,590
12 Amherst ST Roslindale 02131,Roslindale,2131,,,591
244 Newbury ST Boston 02116,Boston,2116,,,592
11 Primrose ST Roslindale 02131,Roslindale,2131,42.290586,-71.129593,593
112 Sawyer AVE Dorchester 02125,Dorchester,2125,,,594
20 Elmont St Dorchester 02121,Dorchester,2121,,,595
145 Norwell St Dorchester 02121,Dorchester,2121,,,596
22 Elmont St Dorchester 02121,Dorchester,2121,,,597
54 Elmont St Dorchester 02121,Dorchester,2121,,,598
147 Norwell St Dorchester 02121,Dorchester,2121,,,599
143 Norwell St Dorchester 02121,Dorchester,2121,,,600
52 Elmont St Dorchester 02121,Dorchester,2121,,,601
143 to 143c Tremont St Brighton 02135,Brighton,2135,,,602
24 Elmont St Dorchester 02121,Dorchester,2121,,,603
80 Baxter St South Boston 02127,South Boston,2127,,,604
84 Baxter St South Boston 02127,South Boston,2127,,,605
6 Fabyan St Dorchester 02124,Dorchester,2124,,,606
1015 to 1019 Blue Hill Av Dorchester 02124,Dorchester,2124,,,607
1028 to 1044 Blue Hill Av Dorchester 02124,Dorchester,2124,,,608
152 to 156 Dudley ST Roxbury 02119,Roxbury,2119,,,609
92 Lawrence AV Dorchester 02121,Dorchester,2121,42.3113,-71.07533,610
432 Gallivan BLVD Dorchester 02124,Dorchester,2124,42.282178,-71.058999,611
23 Hudson St Boston 02111,Boston,2111,42.35052,-71.060352,612
1 Johnny CT Boston 02111,Boston,2111,42.34801,-71.06296,613
42 East St Dorchester 02122,Dorchester,2122,42.307282,-71.060513,614
551 E Seventh St South Boston 02127,South Boston,2127,,,615
84 to 100 River ST Mattapan 02126,Mattapan,2126,,,616
164 Savin Hill AVE Dorchester 02125,Dorchester,2125,42.31005,-71.05108,617
4198 to 4206 Washington St Roslindale 02131,Roslindale,2131,,,618
98 to 100 F St South Boston 02127,South Boston,2127,42.33578,-71.04922,619
65 to 69 Wareham ST Roxbury 02118,Roxbury,2118,,,620
9 Batchelder ST Dorchester 02125,Dorchester,2125,,,621
68 Terrace ST Mission Hill 02120,Mission Hill,2120,,,622
7 Sutherland RD Brighton 02135,Brighton,2135,42.33654,-71.150344,623
1471 Blue Hill AV Mattapan 02126,Mattapan,2126,,,624
36 High ST Charlestown 02129,Charlestown,2129,,,625
208 to 218 Columbia RD Dorchester 02121,Dorchester,2121,,,626
31 Telegraph ST South Boston 02127,South Boston,2127,,,627
3 Half Moon ST Dorchester 02125,Dorchester,2125,42.316396,-71.071249,628
136 W Eighth St South Boston 02127,South Boston,2127,,,629
102 Bremen ST East Boston 02128,East Boston,2128,42.371178,-71.036443,630
15 Rusfield ST Roxbury 02119,Roxbury,2119,,,631
572 to 574 Columbia RD Dorchester 02125,Dorchester,2125,,,632
48 Ellery St South Boston 02127,South Boston,2127,,,633
1424 Blue Hill AVE Mattapan 02126,Mattapan,2126,42.275354,-71.093137,634
9 to 11 Holton ST Allston 02134,Allston,2134,,,635
166 to 168 Bayswater ST East Boston 02128,East Boston,2128,42.3827,-70.99978,636
374 Commonwealth AV Boston 02215,Boston,2215,,,637
26 Ansonia RD West Roxbury 02132,West Roxbury,2132,42.27294,-71.16268,638
9 Dennison ST Roxbury 02119,Roxbury,2119,42.31789,-71.09307,639
225 Lamartine ST Jamaica Plain 02130,Jamaica Plain,2130,42.31576,-71.10609,640
122 Birch St Roslindale 02131,Roslindale,2131,,,641
100 to 114 Hampden ST Roxbury 02119,Roxbury,2119,,,642
1 Westbrook St East Boston 02128,East Boston,2128,,,643
1 Mount Vernon ST Dorchester 02125,Dorchester,2125,,,644
1066 Bennington ST East Boston 02128,East Boston,2128,42.38772,-71.00439,645
619 to 619A Tremont ST Roxbury 02118,Roxbury,2118,,,646
331 Hanover ST Boston 02113,Boston,2113,,,647
582 Cambridge St Allston 02134,Allston,2134,42.352144,-71.140667,648
23 to 27 Tyler ST Boston 02111,Boston,2111,,,649
17 Mascot ST Dorchester 02124,Dorchester,2124,42.285898,-71.08482,650
1154 to 1160 Washington ST Roxbury 02118,Roxbury,2118,42.343411,-71.065866,651
47 Mercer ST South Boston 02127,South Boston,2127,42.331871,-71.049154,652
250 Minot ST Dorchester 02124,Dorchester,2124,42.28336,-71.0578,653
60 to 62 Wellsmere RD Roslindale 02131,Roslindale,2131,,,654
18 Fabyan St Dorchester 02124,Dorchester,2124,,,655
11 Plainfield ST Jamaica Plain 02130,Jamaica Plain,2130,,,656
30 Dimock ST Roxbury 02119,Roxbury,2119,,,657
1 Taber St Roxbury 02119,Roxbury,2119,,,658
127 Saint Andrew RD East Boston 02128,East Boston,2128,42.38304,-70.99919,659
5 Nancia St East Boston 02128,East Boston,2128,,,660
543 E Seventh ST South Boston 02127,South Boston,2127,,,661
121 Warren AVE Boston 02116,Boston,2116,42.344564,-71.074258,662
60 Fuller ST Dorchester 02124,Dorchester,2124,,,663
121 Warren AVE Boston 02116,Boston,2116,42.344564,-71.074258,664
65 to 85 Kneeland ST Boston 02111,Boston,2111,,,665
25 Mendum ST Roslindale 02131,Roslindale,2131,42.291967,-71.1289,666
17 to 33 Winter ST Boston 02108,Boston,2108,,,667
1905 Centre ST West Roxbury 02132,West Roxbury,2132,,,668
31 Wellington Hill ST Mattapan 02126,Mattapan,2126,42.280303,-71.094199,669
169 Maverick ST East Boston 02128,East Boston,2128,,,670
45 to 55 Sierra RD Hyde Park 02136,Hyde Park,2136,,,671
9 Monument SQ Charlestown 02129,Charlestown,2129,42.37622,-71.05961,672
47 Melville AVE Dorchester 02124,Dorchester,2124,42.294554,-71.066,673
101 Baldwin ST Charlestown 02129,Charlestown,2129,,,674
8 Knight ST Hyde Park 02136,Hyde Park,2136,42.24569,-71.1336,675
10 Knight St Hyde Park 02136,Hyde Park,2136,,,676
62 Capen ST Dorchester 02124,Dorchester,2124,42.28227,-71.0798,677
964 Saratoga ST East Boston 02128,East Boston,2128,42.38716,-71.00859,678
57 Nightingale St Dorchester 02124,Dorchester,2124,,,679
66 Stanley ST Dorchester 02125,Dorchester,2125,42.30923,-71.06935,680
60 to 64 Hill Top St Dorchester 02124,Dorchester,2124,,,681
66R Stanley ST Dorchester 02125,Dorchester,2125,42.309098,-71.06962,682
275 Emerson ST South Boston 02127,South Boston,2127,,,683
1955 to 1975 Beacon ST Brighton 02467,Brighton,2467,,,684
22 Torrey St Dorchester 02124,Dorchester,2124,,,685
26 Torrey ST Dorchester 02124,Dorchester,2124,42.287294,-71.072391,686
21 Linden ST South Boston 02127,South Boston,2127,,,687
34 Sedgwick ST Jamaica Plain 02130,Jamaica Plain,2130,,,688
110 Bremen ST East Boston 02128,East Boston,2128,42.37136,-71.03631,689
62 Haynes ST East Boston 02128,East Boston,2128,42.36611,-71.03704,690
457 to 469A W Broadway South Boston 02127,South Boston,2127,,,691
131 Athens St South Boston 02127,South Boston,2127,,,692
1103 to 1115 Commonwealth AV Allston 02134,Allston,2134,,,693
230 to 232 Silver ST South Boston 02127,South Boston,2127,42.337443,-71.049731,694
4 Wallingford RD Brighton 02135,Brighton,2135,42.341158,-71.151113,695
16 Nightingale ST Dorchester 02124,Dorchester,2124,42.29546,-71.08124,696
120 Bowdoin St Dorchester 02121,Dorchester,2121,,,697
201 Forest Hills St Jamaica Plain 02130,Jamaica Plain,2130,,,698
17 to 19 Farnsworth ST Boston 02210,Boston,2210,,,699
152 Canal ST Boston 02114,Boston,2114,,,700
560 to 562 Washington St Brighton 02135,Brighton,2135,42.34958,-71.16472,701
17 Allston ST Charlestown 02129,Charlestown,2129,,,702
41 Lagrange ST Boston 02116,Boston,2116,,,703
302 Chelsea ST East Boston 02128,East Boston,2128,42.376741,-71.031158,704
36 G ST South Boston 02127,South Boston,2127,42.33493,-71.04395,705
386 Blue Hill AVE Dorchester 02121,Dorchester,2121,42.31137,-71.0808,706
2 Coppersmith Wy East Boston 02128,East Boston,2128,,,707
25 Colebrook ST South Boston 02127,South Boston,2127,,,708
2296 to 2306 Washington ST Roxbury 02119,Roxbury,2119,,,709
646 Blue Hill AV Dorchester 02121,Dorchester,2121,,,710
1724 to 1740 Dorchester AVE Dorchester 02124,Dorchester,2124,,,711
125-131 Lincoln St Boston 02111,Boston,2111,,,712
410 to 412 Massachusetts AV Roxbury 02118,Roxbury,2118,,,713
